user,result,apply_dt,close_dt,update_ts,duration,description,id
大公鸡,杯具,2019-06-19,2019-12-19,2020-02-26 12:19,183 days,"夫妻来新6年，双EP, 11k薪水，儿子DP，跟随这个网站5年了，最近网站搬迁，希望我们也能转运。。。",meta/pr/2020-07-11/2020-02-26 12:19_大公鸡.json
BABAXXX,等待,2019-10-12,,2020-02-25 22:08,,国内本科、本地大专，来新8年，无论能否通过，希望能快点有一个结果。。,meta/pr/2020-07-11/2020-02-25 22:08_BABAXXX.json
John Smith,通过,2019-10-30,2020-02-12,2020-02-25 16:48,105 days,"2012年来新 中国人, 男, 26岁, 第一次申请 Poly Diploma, NTU BEng EP 月薪3800 提交申请时工作8个月",meta/pr/2020-07-11/2020-02-25 16:48_John Smith.json
佛系咸鱼,杯具,2019-08-20,2020-02-25,2020-02-25 11:17,189 days,"国内本科， 17 年来读 NUS master， 18 年 7 月工作， EP 月薪 4.2 k , 互联网行业",meta/pr/2020-07-11/2020-02-25 11:17_佛系咸鱼.json
pipi,通过,2019-09-19,2020-02-13,2020-02-18 18:07,147 days,"EP 3 year work exp , first time apply .",meta/pr/2020-07-11/2020-02-18 18:07_pipi.json
大能,通过,2019-11-08,2020-02-12,2020-02-14 14:07,96 days,UCLA2012年毕业， 前facebook Tech Lead， 在美国工作6年， 2018年来新加坡， 目前在Google做Tech Lead， 年薪360K·400K新币,meta/pr/2020-07-11/2020-02-14 14:07_大能.json
布丁,等待,2019-08-02,,2020-02-08 08:42,,2017來新加坡，2018年开始工作 薪水2.8K 老婆是新加坡本地人 5.5K，政府教师,meta/pr/2020-07-11/2020-02-08 08:42_布丁.json
Ohelia,等待,2019-08-01,,2020-02-01 17:32,,"本地Master学历, 来六年，工作四年，金融行业，工资5k, 单身，希望可以快快通过",meta/pr/2020-07-11/2020-02-01 17:32_Ohelia.json
soon,通过,20190410,20190614,2020-01-31 19:25,,26岁 EP2年 马来西亚人，制造业,meta/pr/2020-07-11/2020-01-31 19:25_soon.json
Jarsmart,等待,2019-11-08,,2020-01-31 18:04,,国内985，211本科，18年9月来新工作，19年11月申请，建筑行业，SP，$2700,meta/pr/2020-07-11/2020-01-31 18:04_Jarsmart.json
kitchen,通过,2019-06-18,2020-01-21,2020-01-29 17:07,217 days,2016年来新，国内本科，NTU硕士，EP两年，Programmer,meta/pr/2020-07-11/2020-01-29 17:07_kitchen.json
YY,通过,2019-07-02,2020-01-14,2020-01-28 21:36,196 days,男主申，来新8年，SM项目NTU本科，EP薪水3k， IT行业工作一年。女，来新3年，国内985本科，NTU博士在读。结婚三年。 第五个月要求父母资料，元旦左右提交的补充材料。 回国过年半个月没看状态，回来，发现通过啦！总共六个月12天。 好运分享给大家！,meta/pr/2020-07-11/2020-01-28 21:36_YY.json
JOHN,等待,2020-01-13,,2020-01-23 15:05,,2017來新加坡工作 台灣人 薪水2.8K 老婆是新加坡本地人 4K,meta/pr/2020-07-11/2020-01-23 15:05_JOHN.json
Coralrain,等待,2019-03-11,,2020-01-23 11:36,,EP，国内Master，来新3年，带男孩儿申请，就读国际学校。月薪10k+,meta/pr/2020-07-11/2020-01-23 11:36_Coralrain.json
Taixing,通过,2019-06-19,2019-09-25,2020-01-17 19:18,98 days,"SPass＋dp, 男薪水6. 5k，国内非985/211高校硕士，妻子无工作，男孩本地小学，来新11年，第6次申请，希望大家不要放弃",meta/pr/2020-07-11/2020-01-17 19:18_Taixing.json
我是爱夏,等待,2019-08-24,,2020-01-17 14:39,,"NTU master, IT行业 EP 月薪5000",meta/pr/2020-07-11/2020-01-17 14:39_我是爱夏.json
试试看而,通过,2019-06-19,2019-12-13,2020-01-16 12:26,177 days,马男 29岁 SP 技术人员 电工certificate文凭 待四年 换五份工 马女 28岁 WP 美甲师 SPM文凭 待三年 换两份工 存款零元 新加坡典当金饰两年依然负债7.5k 带1岁和4岁儿子一起申请，夫妻月薪7k-8k 十月来信要求夫妻双方完整家庭成员资料 16-DEC 上网看到全家APPROVED 19-DEC 收到IPA信！ 08-JAN booking appointment 23-JAN 拿蓝卡,meta/pr/2020-07-11/2020-01-16 12:26_试试看而.json
xuan,等待,2019-07-31,,2020-01-09 11:37,,全家一起申请，中国人，老公主申请，平均薪水7000左右，老婆有工作，薪水6500左右，孩子在新读幼儿园,meta/pr/2020-07-11/2020-01-09 11:37_xuan.json
7788,等待,2019-07-28,,2020-01-07 08:30,,国内本科学历+新Diploma,meta/pr/2020-07-11/2020-01-07 08:30_7788.json
暴暴,等待,2019-10-02,,2020-01-06 17:12,,女单独申请，30岁申请，来新10年，本地私立本科，月薪$3000+，老公PR，最近他公民批了月薪5000,meta/pr/2020-07-11/2020-01-06 17:12_暴暴.json
Andy,通过,2019-01-21,2019-09-18,2020-01-04 19:15,240 days,"夫EP，妻儿DP，年龄42/40, 2012年来新，全家一起申请，夫妻＋儿子＋女儿，夫妻俩国内重点大学本科，国外工学硕士，在新加坡工作6年半，公司董事，月薪$13k＋，妻子无工作，家庭主妇，俩孩子读本地小学。",meta/pr/2020-07-11/2020-01-04 19:15_Andy.json
admin,通过,2018-06-02,2019-01-26,2020-01-03 18:12,238 days,祝大家好运！大家可以写上稍微详细的信息，比如薪水，年龄，学历，什么准证，什么时侯来新，配偶有没有工作，薪水大概多少，不然薪水差别太大，很难参考，如果怕隐私暴露，可以匿名或随意起用户名,meta/pr/2020-07-11/2020-01-03 18:12_admin.json
明年再战,杯具,2019-04-04,2019-10-07,2020-01-02 18:02,186 days,29岁 男 中国本科+新加坡 master base 5k 年入70k 来新加坡前工作2年 在新加坡工作三年半 第二次申请 失败告终,meta/pr/2020-07-11/2020-01-02 18:02_明年再战.json
粉丝,通过,2019-08-28,2019-12-19,2019-12-26 13:00,113 days,中国夫妻带小孩，本地master，来新8年，男主申工资6k，女5k，小孩在childcare。不到四个月approve。关注这个网站很久了，给在坡毕业的master一些希望。,meta/pr/2020-07-11/2019-12-26 13:00_粉丝.json
正林,杯具,2019-06-17,2019-12-20,2019-12-20 18:38,186 days,"臺灣人，夫EP妻DP，29/27歲，沒小孩。 夫避險基金 Portfolio Manager, 月薪14K；妻金融業ARM, 月薪4K。夫妻學歷皆臺灣大學學士&碩士。 來新六個月由男主申，期間沒被要求補件，但剛滿六個月旋即收到拒絕信。",meta/pr/2020-07-11/2019-12-20 18:38_正林.json
Ender,杯具,2019-06-16,2019-12-20,2019-12-20 09:26,187 days,4k每月 60k每年 29岁男单身 来新加坡5年半 前两年拿wp 后来换sp 两年前申请4个月悲剧 这次六个月杯具 给大家做个参考吧,meta/pr/2020-07-11/2019-12-20 09:26_Ender.json
takasori,通过,2018-09-19,2019-11-18,2019-12-17 17:39,425 days,男，IC工程师，月薪6K+，来新七年，老婆不工作，带男孩10岁(3岁来新读N2，明年P5),meta/pr/2020-07-11/2019-12-17 17:39_takasori.json
aphd,通过,2018-11-05,2019-11-21,2019-12-17 16:52,381 days,中国人 ，男，34岁，申请时来新1.5年，国外PHD，月薪8000，单独申请，老婆已有PR,meta/pr/2020-07-11/2019-12-17 16:52_aphd.json
QD,等待,2019-11-19,,2019-12-11 11:34,,女，EP，来新15年+，本地私立大学英国DEGREE+MBA. 工作10年+，薪水$6700 Gross$7700. 带2个孩子一起申请。孩子出生在新加坡，3个月开始一直在新托儿所上学。,meta/pr/2020-07-11/2019-12-11 11:34_QD.json
悲伤,杯具,2019-06-04,2019-12-04,2019-12-10 15:46,183 days,国内PHD 老婆国外硕士 月薪6000 配偶2500,meta/pr/2020-07-11/2019-12-10 15:46_悲伤.json
孤独的我,等待,2019-11-06,,2019-12-03 03:20,,马来西亚人，26岁男，单身，有马来西亚南方大学学院diploma和新加坡ITE Part-time cert，来新3年，SP $2200，interior designer，第一次申请，期待好运,meta/pr/2020-07-11/2019-12-03 03:20_孤独的我.json
小航,等待,2019-07-31,,2019-11-27 11:07,,嫁到新加坡快八年了，老公年薪30万左右，自己没有工作。,meta/pr/2020-07-11/2019-11-27 11:07_小航.json
送人头,等待,2019-10-15,,2019-11-24 08:34,,国内985本科，来新半年，单身，EP薪资5000,meta/pr/2020-07-11/2019-11-24 08:34_送人头.json
lina,等待,2019-07-08,,2019-11-13 09:11,,"老公主申请人，持EP, 薪水$6500，建筑行业，国内普通本科学历，来新9年多，从未换过公司，期间有多次职业技术培训,带老婆孩子一起申请。老婆持S pass,薪水$3000,小孩四岁，在新托儿所读书两年，持DP.",meta/pr/2020-07-11/2019-11-13 09:11_lina.json
Alan,通过,2019-01-09,2019-11-08,2019-11-08 01:46,303 days,来新十五年，poly part-time.全家申请，第三次申请 通过,meta/pr/2020-07-11/2019-11-08 01:46_Alan.json
MX,通过,2019-07-25,2019-10-18,2019-11-04 03:35,85 days,在新15年。 小学中学，poly，SIM。 小学邀请没要，大学毕业前申请，6个月后被拒。 拿Spass工作6个月后申请，3个月后批准。,meta/pr/2020-07-11/2019-11-04 03:35_MX.json
Lucky Star,通过,2019-07-07,2019-10-11,2019-10-31 15:58,96 days,女主EP，国内211本科，老公DP，国内211本科，女儿一岁DP，13年来新,meta/pr/2020-07-11/2019-10-31 15:58_Lucky Star.json
LifeWear,杯具,2019-04-22,2019-10-22,2019-10-31 02:19,183 days,单身男34岁，国内211本科，EP 来新7年，月薪提交时5.6K/半年后5.9K。善良的人不一定有好运。,meta/pr/2020-07-11/2019-10-31 02:19_LifeWear.json
alphapanda,通过,2018-11-05,2019-10-24,2019-10-29 11:04,353 days,本人主申，国内普硕。老婆NTU Master。双EP。来新6年，家庭basic 月薪S$ 12,meta/pr/2020-07-11/2019-10-29 11:04_alphapanda.json
hui zi,等待,2018-07-23,,2019-10-28 17:25,,老公新加坡公民，本人来新15年，结婚11年，女儿10岁，多次申请被拒，这次pending已经15个月了……,meta/pr/2020-07-11/2019-10-28 17:25_hui zi.json
flank,通过,2019-07-26,2019-10-09,2019-10-26 09:34,75 days,夫妻两个人ep 一岁男孩dp 老公主申请人 月薪8.5k 来信6年 被拒2次 希望这次能成功,meta/pr/2020-07-11/2019-10-26 09:34_flank.json
tktktk,通过,2019-07-03,2019-10-23,2019-10-26 09:33,112 days,加拿大大学BBA毕业， 34岁，单身，马来西亚人，月薪5.5K，新加坡工作1年半。,meta/pr/2020-07-11/2019-10-26 09:33_tktktk.json
seoegg,通过,2018-11-25,2019-10-22,2019-10-26 09:32,331 days,国内top3本科，NUS在职硕士，来新6年，工程师,meta/pr/2020-07-11/2019-10-26 09:32_seoegg.json
dyson,通过,2019-06-26,2019-10-10,2019-10-26 09:31,106 days,马来西亚人，来新快5年了，做IT行业 EP，月薪2.5k，申请不到4个月批了,meta/pr/2020-07-11/2019-10-26 09:31_dyson.json
等啊等,等待,2019-06-01,,2019-10-24 17:23,,第二次申请，老公公民担保，希望好运????,meta/pr/2020-07-11/2019-10-24 17:23_等啊等.json
Drift Sand,等待,2018-11-01,,2019-10-22 05:52,,中国 scholar，NUS 毕业，现工作3年，月薪base 3.7 K， 年薪 57K，pending 快 一年了，求好运。,meta/pr/2020-07-11/2019-10-22 05:52_Drift Sand.json
Keung,杯具,2017-12-20,2018-06-26,2019-10-22 04:32,188 days,2011年来新加坡，私立本科+NTU硕士，澳洲硕士Part-time在读，工作半年，高等教育领域工作。薪水3.3K+，2018年6月26日网上查rejected。,meta/pr/2020-07-11/2019-10-22 04:32_Keung.json
bleu,通过,2019-03-08,2019-10-03,2019-10-21 00:50,209 days,"老公PR1年半，做sponsor。本人来新7年，国内211本科,申请时夫妻基本月入11K.",meta/pr/2020-07-11/2019-10-21 00:50_bleu.json
Www,等待,2019-10-17,,2019-10-20 14:55,,加拿大本科，NTUmaster，来新3年，现在是半导体工程师，EP，月薪4000+,meta/pr/2020-07-11/2019-10-20 14:55_Www.json
hong,通过,2018-10-10,2019-10-07,2019-10-19 15:32,362 days,男主申到老婆和三岁女儿一起，2700薪水 大马spm文凭，老婆2700 中国人 wp ，diploma,meta/pr/2020-07-11/2019-10-19 15:32_hong.json
cccc2019,等待,2019-10-13,,2019-10-18 14:18,,在中国三年工作经验后来新读公立大学硕士，之后拿ep工作三年多，月薪5k。老公新加坡人，结婚一年多 ，已买hdb。求好运！,meta/pr/2020-07-11/2019-10-18 14:18_cccc2019.json
xyyr,等待,2019-07-15,,2019-10-18 14:17,,家庭申请。女主申，国内211，985本科，美国研究生，IT咨询行，EP，月薪7800，来新8年。男，香港本科，金融，EP，月薪6000+，来新近10年。女儿2岁半，新加坡出生 ，DP。,meta/pr/2020-07-11/2019-10-18 14:17_xyyr.json
tktktk,等待,2019-07-03,,2019-10-18 14:16,,加拿大大学BBA毕业， 34岁，单身，马来西亚人，月薪5.5K，新加坡工作1年半。,meta/pr/2020-07-11/2019-10-18 14:16_tktktk.json
水怪,等待,2019-04-19,,2019-10-18 14:15,,"单身Spass，第四次申请，来新9年，本地私立diploma, 薪水4k+",meta/pr/2020-07-11/2019-10-18 14:15_水怪.json
minmin,通过,2019-03-12,2019-10-10,2019-10-18 14:14,212 days,"NUS PHD, 来新8年，月薪6000+（固定5000），配偶月薪4000，国内master。",meta/pr/2020-07-11/2019-10-18 14:14_minmin.json
testtest,通过,2019-10-01,2019-10-31,2019-10-18 12:40,30 days,this is test,meta/pr/2020-07-11/2019-10-18 12:40_testtest.json
GCEA,通过,2017-12-18,2019-10-09,2019-10-09 2:34,660 days,酒店经理，7k，澳洲FT研究生，在新8年，带1.5岁本地出生女儿申请，第8次申请 (之前每升职，换工作，单身状态，结婚状态，全家申请都试过，全部被拒，这次只带女儿申请）。 Penging一年后要求重新申请，以家庭为单位，一年后再要求补交材料，3个月后成功！一共为时2年多。,meta/pr/2020-07-11/2019-10-09 2:34_GCEA.json
Jeffreygao,上诉中,2019-04-03,2019-09-27,2019-10-03 9:47,177 days,老婆孩子新加坡公民，申请pr被拒，正在上诉中,meta/pr/2020-07-11/2019-10-03 9:47_Jeffreygao.json
winnie,进行中,2019-09-10,,2019-10-03 4:39,,夫妻带娃一起，EP+EP+DP，来新5年，月家庭总收入15k，第一次申请,meta/pr/2020-07-11/2019-10-03 4:39_winnie.json
KJ,进行中,2019-06-30,,2019-10-02 6:13,,新加坡工作3年，马来西亚本地大学文凭，薪水3200，和老婆一起申请（老婆在马来西亚工作）,meta/pr/2020-07-11/2019-10-02 6:13_KJ.json
蓝关,通过,2018-10-15,2019-05-15,2019-10-01 9:13,212 days,Nanyang Poly毕业，工作持S-Pass，申请时NTU Part-Time在读，七个月通过,meta/pr/2020-07-11/2019-10-01 9:13_蓝关.json
bbww,进行中,2019-09-09,,2019-10-01 9:06,,夫妻申请，家庭收入8K ，本地DEGREE,meta/pr/2020-07-11/2019-10-01 9:06_bbww.json
predbj,通过,2019-07-18,2019-09-26,2019-10-01 14:25,70 days,来新近5年，工作3年多。SMU授课硕士。另有一海外大学授课硕士。月薪6700.单身，男，35岁，中国公民,meta/pr/2020-07-11/2019-10-01 14:25_predbj.json
dc,通过,2019-05-31,2019-09-19,2019-09-25 4:50,111 days,马来西亚女，34岁，单身。 本科（没用的科系）加ACCA affiliate。 会计执行员，$2700。 来新快九年，中间有回马一年。WP三年半，SP三年多，EP八个月。 第一次申请。 各位大龄剩女别放弃，never try never know，大家加油！！,meta/pr/2020-07-11/2019-09-25 4:50_dc.json
big__,进行中,2018-12-25,,2019-09-20 3:52,,本人PR 5950月薪 来新10年，老婆SP 2800，申请DPR ， pending 9月,meta/pr/2020-07-11/2019-09-20 3:52_big__.json
Cassie,进行中,2019-05-15,,2019-09-16 13:55,,新加坡私立學校碩士 LTVP Holder 女生 底薪2600 佣金平均700每個月 先生是新加坡人 diploma畢業 辦公室文員2.3k,meta/pr/2020-07-11/2019-09-16 13:55_Cassie.json
辣辣,进行中,2018-12-14,,2019-09-10 8:44,,"NUS master, LTVP with loc,as a designer ,salary 3k+ 先生SC 等了9个月了。。。。。祈祷好运",meta/pr/2020-07-11/2019-09-10 8:44_辣辣.json
rx,通过,2019-05-23,2019-09-04,2019-09-09 23:51,104 days,来新14年 理工生毕业 工作六个月申请时月薪2300,meta/pr/2020-07-11/2019-09-09 23:51_rx.json
Hope,进行中,2019-06-28,,2019-09-05 12:37,,"太太 (马来西亚华人），27岁-没做工 Sponsor, 男 (马来西亚华人）28岁，2.8k,",meta/pr/2020-07-11/2019-09-05 12:37_Hope.json
fanfan,进行中,2019-03-30,,2019-09-03 9:14,,在新9年，工作4年，私立本科,meta/pr/2020-07-11/2019-09-03 9:14_fanfan.json
Candice,进行中,2019-05-29,,2019-09-03 16:58,,"一家三口申请，夫妻SP,女儿一岁在中国，两人年收入$80k+，女主申，国内211本科，来新9年，男国内专科，来新10年，都是服务行业，单身时各申请过一次，婚后一起申请过一次，这是第三次，感觉希望不大，祈祷奇迹出现",meta/pr/2020-07-11/2019-09-03 16:58_Candice.json
WWGC,进行中,2019-03-29,,2019-09-02 7:17,,夫妻+女儿（不到一岁） SP & EP，家庭收入8k，本地私立&公立硕士学历，来新11年,meta/pr/2020-07-11/2019-09-02 7:17_WWGC.json
MAX,通过,2019-05-02,2019-09-02,2019-09-02 3:25,123 days,"Malaysian, Degree holder, Employment Pass, Engineer, Salary 3k, stay almost 2 year in SG, 2nd company",meta/pr/2020-07-11/2019-09-02 3:25_MAX.json
alphapanda,进行中,2018-11-05,,2019-08-30 5:30,,本人主申，国内普硕。老婆NTU Master。双EP。来新6年，家庭basic 月薪S$ 12k。pending 快10个月,meta/pr/2020-07-11/2019-08-30 5:30_alphapanda.json
littledolphin,通过,2019-02-04,2019-06-12,2019-08-27 6:01,128 days,"08年来新，本地Secondary, JC，大学NTU全额奖学金，刚毕业工作1个月EP薪水单申请，basic 5k, 年薪7万+，不到5个月批准，男生，25岁",meta/pr/2020-07-11/2019-08-27 6:01_littledolphin.json
Makeyouhappy,,2019-03-26,,2019-08-26 14:52,,"EP 四个月 工作8年 薪水5500，gross 10k .三月底申请，单身女 29 ，连续缴税7年 ,本地私立本科，来新10年",meta/pr/2020-07-11/2019-08-26 14:52_Makeyouhappy.json
yr,进行中,2019-08-21,,2019-08-21 16:53,,国内211本科，nus MA，老公主申，结婚两个月。老公薪水5k，我3.7k，researcher。我27岁。,meta/pr/2020-07-11/2019-08-21 16:53_yr.json
zhx2009,通过,2018-12-10,2019-07-25,2019-08-21 14:50,227 days,来新差不多十年，本地中学，poly，去澳洲读了2年本科回来工作半年开始申请，薪水2800......将近8个月approve,meta/pr/2020-07-11/2019-08-21 14:50_zhx2009.json
luckygo,通过,2019-04-17,2019-07-17,2019-08-20 7:20,91 days,"大学本科,2009年来新工作SP,2014年跟老婆孩子申请DP,2017年初转EP,孩子运气还不错2018年申请到政府小学,月薪6500+,2019年4月17号全家一起申请,刚刚满三个月就批了",meta/pr/2020-07-11/2019-08-20 7:20_luckygo.json
imtheone,通过,2019-03-24,2019-07-19,2019-08-20 6:33,117 days,来坡工作2年 国内211硕士 老公本地人 国大本科 本人月薪8k+ 家庭收入 15k+ 名下有HDB,meta/pr/2020-07-11/2019-08-20 6:33_imtheone.json
DW,通过,2019-02-25,2019-07-24,2019-08-13 8:20,149 days,<家庭申请>和太太2008年分别来新读书，在学校相识，结婚在新加坡买房.夫妻二人都是本地私立硕士毕业，读书四年，建筑行业工作七年.携夫人+小女一岁申请.家庭月收入9K,meta/pr/2020-07-11/2019-08-13 8:20_DW.json
KSB,进行中,2019-06-09,,2019-08-13 5:31,,来新加坡8年，私立本科，NTU硕士，澳洲硕士。 工作2年多快3年了，换了2次工作，教育行业，政联企业。 薪水3.5K+Comm=4.5-6K左右,meta/pr/2020-07-11/2019-08-13 5:31_KSB.json
tricken,,2018-12-06,,2019-08-10 16:11,,先生主申请人，S准证，薪水5.1k，来新10年，国内大专，本地poly，太太和儿子拿DP，太太从事幼教，两个儿子分别为12岁和7岁，长期在新加坡生活，悲剧5次，这是第6次申请，八个月了还在pending，希望这次能过。,meta/pr/2020-07-11/2019-08-10 16:11_tricken.json
flank,,2019-07-26,,2019-08-06 8:20,,夫妻两个人ep 一岁男孩dp 老公主申请人 月薪8.5k 来信6年 被拒2次 希望这次能成功,meta/pr/2020-07-11/2019-08-06 8:20_flank.json
Greenwicher,通过,2019-01-25,2019-08-05,2019-08-06 2:34,192 days,来新5年，NUS博，国内985，EP，月薪5k+，个人申请,meta/pr/2020-07-11/2019-08-06 2:34_Greenwicher.json
geong,失败,2018-08-30,2019-03-20,2019-07-30 6:16,202 days,中国211硕士，律所非律师岗，未婚，来新三年多时第一次申请，目前已经pending4个半月了。,meta/pr/2020-07-11/2019-07-30 6:16_geong.json
xx,通过,2019-03-06,2019-07-30,2019-07-30 14:08,146 days,女，EP，工资10k，来坡3年工作2年,meta/pr/2020-07-11/2019-07-30 14:08_xx.json
zhx200913,通过,2019-12-10,2019-07-29,2019-07-29 7:02,-134 days,来新十年，本地中学，poly，澳洲本科，等待将近8个月。spass，2.8k,meta/pr/2020-07-11/2019-07-29 7:02_zhx200913.json
SGnew,失败,2019-01-20,2019-07-22,2019-07-25 13:55,183 days,211本科，SMU金融硕士，来新两年半，工作一年多申请。申请时工资3.6K。5月时换工作工资4.3K，MNC，想着工资和公司规模都提高那么多，就主动去提交材料更新。结果两个月后申请六个月被拒。,meta/pr/2020-07-11/2019-07-25 13:55_SGnew.json
jqihxz,通过,2018-09-20,2019-06-30,2019-07-17 6:33,283 days,"夫妻+两个男孩，17一月份来新，老婆月薪10k，金融类，EP，软件测试，主申请 老公DP+LOC工作，月薪8k，IT类，软件开发，大的男孩在读国际学校，小的男孩在PCF childchare,",meta/pr/2020-07-11/2019-07-17 6:33_jqihxz.json
1133234ewwqe,通过,2019-01-02,2019-07-10,2019-07-11 6:38,189 days,"来新2年, 985 4K+",meta/pr/2020-07-11/2019-07-11 6:38_1133234ewwqe.json
ah ying,通过,2018-12-28,2019-06-28,2019-07-08 8:47,182 days,全家申请，夫妻+一儿一女，到批准时正好来新六年。男主申8K/月，公司法务，国内名校小本，无本地硕士学历。女主当时仍申报为主妇，国内某完美错过211和985的政法小本。大儿子上本地政府小学，女儿本地出生2岁。此前有三次悲剧经历。希望我们的经历能给大家力量，千万不要放弃，总有一次能成功！,meta/pr/2020-07-11/2019-07-08 8:47_ah ying.json
lucky,通过,2019-03-12,2019-07-02,2019-07-03 6:13,112 days,男 29岁 美国硕士 科技公司 月薪7000+ 来新三年 三个月20天拿到结果,meta/pr/2020-07-11/2019-07-03 6:13_lucky.json
一休,通过,2018-10-10,2019-06-26,2019-07-03 10:09,259 days,夫妻EP，儿子2岁DP， 太太 澳洲master，我澳洲本科，单身各自申请过2次，结婚申请过一次，平均都是6个月悲剧。来新从读书到工作总计8年半，都是教育行业。这次在pending6个月时，收到补交资料，两个月后全家批准。这些年看了很多成功与失败的案例，但是感觉大家都只是猜测，因为我们不知道标准！很多说公立学校好批准，私立没戏（我们就是私立）所以给私立毕业的朋友们打打气，加加油！当然我知道学历不是主要考评依据，但是私立毕业并不是不能成功申请！最近批准的很多是家庭，条件也都是：薪水6千以上的，来新时间起码7年以上的，有孩子的稳定家庭，大家加油吧！,meta/pr/2020-07-11/2019-07-03 10:09_一休.json
coranholmes,通过,2019-03-24,2019-06-25,2019-07-01 15:28,93 days,单身女，27岁，本地博士，毕业后工作满半年时申请，3个月拿到IPA letter,meta/pr/2020-07-11/2019-07-01 15:28_coranholmes.json
Wang LQ,进行中,2019-03-02,,2019-06-26 2:17,,"男，EP, 建筑业工程师，211本科，来新加坡11年，带家人一起申请，年薪90k+，老婆无工作，老婆孩子都在国内。6月12日收到ICA信要求补充家庭成员资料。",meta/pr/2020-07-11/2019-06-26 2:17_Wang LQ.json
猜不透,通过,2019-03-14,2019-06-24,2019-06-26 1:14,102 days,"马来西亚男，27岁，呆在新加坡3年,薪水2800. （可能运气好）",meta/pr/2020-07-11/2019-06-26 1:14_猜不透.json
Jean,失败,2018-08-08,,2019-06-18 15:40,,女，单身，32岁，国内211本科，SMU master，来新6年，EP holder,meta/pr/2020-07-11/2019-06-18 15:40_Jean.json
NG KAH JUN,通过,2018-11-23,2019-06-11,2019-06-17 9:05,200 days,一次通过,meta/pr/2020-07-11/2019-06-17 9:05_NG KAH JUN.json
SGnobear,通过,2018-08-14,2019-05-07,2019-06-13 5:23,266 days,主申请人-制造业，美国国籍，华人，月薪16k新币，本科学历。 附属申请人- Fintech- 中国大陆国籍，澳洲+香港PR，月薪7k新币，澳洲双硕士学历。 年龄都是30岁，申请时是29岁。 来新两年。,meta/pr/2020-07-11/2019-06-13 5:23_SGnobear.json
Lim,通过,2018-12-31,2019-05-15,2019-06-12 1:30,135 days,"第一次 S PASS, 马来西亚人, Diploma, 在新加坡工作了10年，船厂公司，薪水2500+ 顺便sponsor老婆和几个月大的孩子一起申请。老婆WP, admin工 薪水2200+ 2016尾apply，2017十月Reject了，十分失望 第二次 2018年尾再去apply，2019五月就批了，爽！ 在这其中，男去读part time degree, 女去读part time diploma, 男女工钱也有提升，女的也拿到了S Pass",meta/pr/2020-07-11/2019-06-12 1:30_Lim.json
Ong li ying,,2018-02-01,,2019-06-11 7:41,,老公新加坡公民，目前老婆马来西亚人，在新加坡工作超过8年，收入$2500＋＋,meta/pr/2020-07-11/2019-06-11 7:41_Ong li ying.json
Dav,通过,2018-10-30,2019-05-27,2019-06-11 4:16,209 days,"NTU PHD, 工作3个月",meta/pr/2020-07-11/2019-06-11 4:16_Dav.json
LUCKY ONG,通过,2018-04-06,2019-05-27,2019-06-11 2:24,416 days,"S PASS , 设计， 在小新工作经验7年， 第一次申请，新加坡居住。",meta/pr/2020-07-11/2019-06-11 2:24_LUCKY ONG.json
goodluck2018,通过,2018-02-05,2019-05-30,2019-06-10 7:39,479 days,"男，28周岁，已婚无孩，国内985本科，本地 msc 2014毕业， 工程师，四年工作经验，Basic 4000+, 单独申请（老婆是PR，本地学历）。 第一次申请三个月秒拒。第二次希望能成功。 2018希望大家都顺利！ 16 months approve. 2018 Dec submit parents' CV",meta/pr/2020-07-11/2019-06-10 7:39_goodluck2018.json
tilto,进行中,2019-06-07,2019-10-31,2019-06-07 5:26,146 days,1993年 单身 女性 来新一年八个月 国内非985非211的普通本科 EP 建筑行业信息化类型的工作 薪水之前是5100，今年6月调整至6300,meta/pr/2020-07-11/2019-06-07 5:26_tilto.json
Dipa,通过,2017-12-29,2019-01-23,2019-06-04 4:57,390 days,sm系列来新6年，NTU本科毕业，科研工作，毕业半年申请，pending 12个月，认识的同届同学中pending最久了，希望可以快点通过,meta/pr/2020-07-11/2019-06-04 4:57_Dipa.json
子子,进行中,2018-12-06,,2019-06-04 4:01,,2015来新就读poly； 2018开始工作；工作六个月开始申请；,meta/pr/2020-07-11/2019-06-04 4:01_子子.json
xiaozezailushang,进行中,2019-05-06,,2019-05-31 1:14,,2006 12月来新，NTU本科，工作一年之后去读NTU博士，现在NTU post doc,meta/pr/2020-07-11/2019-05-31 1:14_xiaozezailushang.json
hh,,2018-10-10,,2019-05-17 7:12,,马来西亚男生spm文凭薪水2700 带老婆wp2400和一个女儿申请，六个月时补交父母工作经验资料，希望快点通过,meta/pr/2020-07-11/2019-05-17 7:12_hh.json
kk,进行中,2019-04-10,,2019-05-14 4:45,,"女，26，国内211本，美国top10硕士，商科，来新1年，工资6k, 独自申请。希望奇迹出现",meta/pr/2020-07-11/2019-05-14 4:45_kk.json
ijutjiw,失败,2018-11-03,2019-05-10,2019-05-10 2:29,188 days,NUS Master， 国内本，来新三年工作两年。等待6个月被拒。半年后再试吧TAT,meta/pr/2020-07-11/2019-05-10 2:29_ijutjiw.json
kiki,进行中,2019-04-22,,2019-04-24 6:40,,NP 毕业 SIM 本科 工作两年 工资3k,meta/pr/2020-07-11/2019-04-24 6:40_kiki.json
